id,parent_id,name_de,abbr_de,name_fr,abbr_fr,name_it,abbr_it,name_en,abbr_en
50000000@12.03,10000030,Eidgenössisches Institut für Metrologie,,Eidgenössisches Institut für Metrologie,,Eidgenössisches Institut für Metrologie,,,
10000034,10000031,Eidgenössisches Personalamt,EPA,Office fédéral du personnel,OFPER,Ufficio federale del personale,UFPER,,
10008603,10000031,Generalsekretariat EFD,GS-EFD,Secrétariat général DFF,SG-DFF,Segreteria generale DFF,SG-DFF,,
10008657,10000031,Eidgenössische Finanzverwaltung,,Administration fédérale des finances,,Amministrazione federale delle finanze,,,
10008659,10000031,Bundesamt für Zoll und Grenzsicherheit,BAZG,Office fédéral de la douane et de la sécurité des frontières,OFDF,Ufficio federale della dogana e della sicurezza dei confini,UDSC,Federal Office for Customs and Border Security,FOCBS
10008668,10000031,Eidgenössische Steuerverwaltung,ESTV,Administration fédérale des contributions,AFC,Amministrazione federale delle contribuzioni,AFC,,
10008669,10000031,Bundesamt für Informatik und Telekommunikation,BIT,Office fédéral de l’informatique et de la télécommunication,OFIT,Ufficio federale dell'informatica e della telecomunicazione,UFIT,,
10008670,10000031,Bundesamt für Bauten und Logistik,BBL,Office fédéral des constructions et de la logistique,OFCL,Ufficio federale delle costruzioni e della logistica,UFCL,,
10008752,10000031,Eidgenössische Finanzkontrolle,EFK,Contrôle fédéral des finances,CDF,Controllo federale delle finanze,CDF,,
10@11.02,10000031,Pensionskasse PUBLICA,PUBLICA,Pensionskasse PUBLICA,PUBLICA,Pensionskasse PUBLICA,PUBLICA,,
20025051,10000031,Staatssekretariat für internationale Finanzfragen,SIF,Secrétariat d'Etat aux questions financières internationales,SFI,Segreteria di Stato per le questioni finanziarie internazionali,SFI,,
20034128@12.02,10000031,Eidgenössische Finanzmarktaufsicht,FINMA,Autorité fédérale de surveillance des marchés financiers,FINMA,Autorità federale di vigilanza sui mercati finanziari,FINMA,,
10002651,10000032,Generalsekretariat WBF,GS-WBF,Secrétariat général du DEFR,GS-WBF,Segreteria generale DEFR,GS-WBF,,
10008654,10000032,Bundesamt für Landwirtschaft,BLW,Office fédéral de l'agriculture,OFAG,Ufficio federale dell'agricoltura,UFAG,Bundesamt für Landwirtschaft,FOAG
10008656,10000032,Bundesamt für Zivildienst,ZIVI,Office fédéral du service civil,CIVI,Ufficio federale del servizio civile,CIVI,,
10008673,10000032,Bundesamt für wirtschaftliche Landesversorgung,BWL,Office fédéral pour l'approvisionnement économique du pays,OFAE,Ufficio federale per l'approvvigionamento economico del Paese,UFAE,,
10008674,10000032,Bundesamt für Wohnungswesen,BWO,Office fédéral du logement,OFL,Ufficio federale delle abitazioni,UFAB,,
10008676,10000032,Wettbewerbskommission,WEKO,Commission de la concurrence,WEKO,Commissione della concorrenza,WEKO,,
10008856,10000032,Staatssekretariat für Wirtschaft,SECO,Secrétariat d'Etat à l'économie,SECO,Segreteria di Stato dell'economia,SECO,,
12090100@12.09,10000032,Eidgenössische Hochschule für Berufsbildung,EHB,Haute école fédérale en formation professionnelle,HEFP,Scuola universitaria federale per la formazione professionale,SUFFP,,
20033802,10000032,"Staatssekretariat für Bildung, Forschung und Innovation",SBFI,"Secrétariat d'Etat à la formation, à la recherche et à l'innovation",SEFRI,"Segreteria di Stato per la formazione, la ricerca e l'innovazione",SEFRI,,
20035551@10.05,10000032,Innosuisse,Innosuisse,Innosuisse,Innosuisse,Innosuisse,Innosuisse,,
10008753,10000033,Bundesamt für Verkehr,BAV,Office fédéral des transports,OFT,Ufficio federale dei trasporti,UFT,,
10008754,10000033,Bundesamt für Zivilluftfahrt,BAZL,Office fédéral de l'aviation civile,OFAC,Ufficio federale dell'aviazione civile,UFAC,Bundesamt für Zivilluftfahrt,FOCA
10008757,10000033,Bundesamt für Kommunikation,BAKOM,Office fédéral de la communication,OFCOM,Ufficio federale delle comunicazioni,UFCOM,,
10008758,10000033,Bundesamt für Umwelt BAFU,BAFU,Office fédéral de l'environnement OFEV,OFEV,Ufficio federale dell'ambiente UFAM,UFAM,,
10008759,10000033,Bundesamt für Strassen,ASTRA,Office fédéral des routes,OFROU,Ufficio federale delle strade,USTRA,,
10008848,10000033,Generalsekretariat UVEK,GS-UVEK,Secrétariat général DETEC,SG-DETEC,Segreteria generale DATEC,SG-DATEC,,
10009450,10000033,Bundesamt für Raumentwicklung,ARE,Office fédéral du développement territorial,ARE,Ufficio federale dello sviluppo territoriale,ARE,,
20004794,10000033,Bundesamt für Energie,BFE,Office fédéral de l'énergie,OFEN,Ufficio federale dell'energia,UFE,Bundesamt für Energie,SFOE
20030368,10000033,Schweizerische Sicherheitsuntersuchungsstelle,SUST,Service suisse d’enquête de sécurité,SUST,Servizio d inchiesta svizzero sulla sicurezza,SUST,,
20030369,10000033,Regulierungsbehörden Infrastruktur,RegInfra,Autorités de régulation des infrastructures,RegInfra,Autorità di regolazione delle infrastrutture,RegInfra,,
10001850,10000034,Direktion,,Direction,,Direzione,,,
10000543,10000530,Kommunikation EDA,,Communication DFAE,,Comunicazione DFAE,,FDFA Communication,
10000579,10000530,Dokumentationsdienst,,Service de documentation,,Servizio di documentazione,,Documentation service,
10000725,10000530,Büro des Departementsvorstehers,,Bureau du Chef du département,,Ufficio del Capodipartimento,,Office of the Head of Department,
10000733,10000530,Bundesrats- und Parlamentsgeschäfte,,Affaires du Conseil fédéral et du Parlement,,Affari del Consiglio federale e del Parlamento,,Federal Council and Parliamentary Business,
10009471,10000530,Präsenz Schweiz,,Présence Suisse,,Presenza Svizzera,,Presence Switzerland,
20006126,10000530,Chancengleichheit EDA,,Egalité des chances DFAE,,Pari opportunità DFAE,,FDFA Equal Opportunities,
20011151,10000530,Interne Revision EDA,,Audit interne DFAE,,Revisione interna DFAE,,FDFA Internal Audit,
20034933,10000530,"Verträge, Beschaffungen, Compliance",,"Contrats, marchés publics, compliance",,"Contratti, acquisti pubblici, compliance",,"Contracts, Procurement, Compliance",
20047995,10000530,Stab des Generalsekretariats,,État-major du Secrétariat général,,Stato Maggiore della Segretaria generale,,General Secretariat Staff Office,
10000670,10000532,Schweizerisches Seeschifffahrtsamt,,Office suisse de la navigation maritime,,Ufficio svizzero della navigazione marittima,,Swiss Maritime Navigation Office,
10000672,10000532,"Allgemeine Fragen, Staatsverträge und Asset Recovery",,"Questions générales, traités et restitution d’avoirs",,"Questioni generali, trattati internazionali e restituzione di averi",,"General, Treaties and Asset Recovery",
10000673,10000532,"Menschenrechte, Terrorismusbekämpfung, humanitäres und diplomatisches Recht",,"Droits de l'homme, lutte contre le terrorisme, droit humanitaire et droit diplomatique",,"Diritti umani, lotta al terrorismo, diritto umanitario e diplomatico",,"Human Rights, Counter-Terrorism, IHL and Diplomatic Law",
20025801,10000532,Stab DV,,État-major DDIP,,Stato maggiore DDIP,,DIL Staff Office,
20036366,10000532,Büro des Sonderbotschafters für Terrorismusbekämpfung,,Bureau de l'ambassadeur en mission spéciale pour la lutte contre le terrorisme,,Ufficio dell'Ambasciatore speciale per la lotta contro il terrorismo,,Office of the Ambassador-at-Large for Counter-Terrorism,
10000583,10000544,Stab DR,,État-major DR,,Stato maggiore DR,,DR Staff Office,
10000584,10000544,Personal EDA,,Personnel DFAE,,Personale DFAE,,FDFA Human Resources,
10001380,10000544,Besondere Personalkategorien EDA,,Catégories de personnel particulières DFAE,,Particolari categorie di personale DFAE,,FDFA Special Categories of Personnel,
20003167,10000544,Informatik EDA,,Informatique DFAE,,Informatica DFAE,,FDFA IT,
20024457,10000544,Fachdienste EDA,,Services spécialisés DFAE,,Servizi specializzati DFAE,,FDFA Specialised Services,
20024651,10000544,Finanzen EDA,,Finances DFAE,,Finanze DFAE,,FDFA Finance,
10000712,10000572,Direktionsbereich Globale Zusammenarbeit,,Domaine de direction Coopération globale,,Settore di direzione Cooperazione globale,,Corporate Domain Global Cooperation,
10000713,10000572,Direktionsbereich Südzusammenarbeit,,Domaine de dir. Coopération Sud,,Settore di dir. Cooperazione Sud,,Corporate Domain Cooperation South,
10000714,10000572,Direktionsbereich Humanitäre Hilfe und Schweizerisches Korps für humanitäre Hilfe,,Aide humanitaire et Corps suisse d'Aide humanitaire,,Aiuto umanitario e Corpo svizzero di Aiuto umanitario,,Humanitarian Aid and Swiss Humanitarian Aid Unit,
10000715,10000572,Direktionsbereich Ostzusammenarbeit,,Domaine de direction Coopération avec l'Europe de l'Est,,Settore di direzione Cooperazione con l'Europa dell'Est,,Corporate Domain Cooperation with Eastern Europe,
20020426,10000572,Direktionsstab,,Etat-major de direction,,Stato maggiore di direzione,,Directorate Staff Office,
20020427,10000572,Abteilung Institutionelle Partnerschaften,,Division Partenariats institutionnels,,Divisione Partenariati istituzionali,,Institutional Partnerships Division,
20023979,10000572,Abteilung Strategische Finanzplanung und Beratung,,Division Planification financière stratégique et conseil,,Divisione Pianificazione finanziaria strategica e consulenza,,Strategic Financial Planning and Advisory Services Division,
20040101,10000572,Geschäftsstelle Beratende Kommission für Internationale Zusammenarbeit,,Bureau de la Commission consultative de la coopération internationale,,Cancelleria della Commissione consultiva per la cooperazione internazionale,,Office of the Advisory Committee on International Cooperation,
10002217,10002215,Sekretariat Eidgenössische Kommission für Frauenfragen,,Secrétariat de la Commission fédérale pour les questions féminines,,Segreteria della Commissione federale per le questioni femminili,,,
10008741,10002215,Direktion,,Direction,,Direzione,,,
10008655,10002651,Generalsekretariat WBF,GS-WBF,Secrétariat général SG-DEFR,SG-DEFR,Segreteria generale SG-DEFR,SG-DEFR,,
10009853,10002651,Information Service Center WBF ISCeco,ISCeco,Centre de services informatiques DEFR,L'ISCeco,Informatica Centro Servizi DEFR,ISCeco,,
10002676,10002674,Sektion Recht,RECHT,Section du droit,RECHT,Sezione del diritto,RECHT,,
10002678,10002674,Kompetenzzentrum Amtliche Veröffentlichungen,KAV,Centre des publications officielles,KAV,Centro delle pubblicazioni ufficiali,KAV,,
10002680,10002674,Sektion Bundesratsgeschäfte,BRG,Section des affaires du Conseil fédéral,BRG,Sezione degli affari del Consiglio federale,BRG,,
10010839,10002674,"Zentrale Sprachdienste, Sektion Deutsch",ZSD-D,"Services linguistiques centraux, section allemande",ZSD-D,"Servizi linguistici centrali, Sezione tedesca",ZSD-D,,
10010840,10002674,"Zentrale Sprachdienste, Sektion Französisch",ZSD-F,"Services linguistiques centraux, section française",ZSD-F,"Servizi linguistici centrali, Sezione francese",ZSD-F,,
10010841,10002674,"Zentrale Sprachdienste, Abteilung Italienisch",ZSD-I,"Services linguistiques centraux, Division italienne",ZSD-I,"Servizi linguistici centrali, Divisione italiana",ZSD-I,,
10010843,10002674,"Zentrale Sprachdienste, Sektion Terminologie",ZSD-T,"Services linguistiques centraux, section de terminologie",ZSD-T,"Servizi linguistici centrali, Sezione di terminologia",ZSD-T,,
20017664,10002693,Direktionsbereich Datenschutz,,Domaine de direction Protection des données,,Ambito direzionale Protezione dei Dati,,,
20042201,10002693,Direktionsbereich Öffentlichkeitsprinzip,,Domaine de direction Principe de la transparence,,Ambito direzionale Principio di trasparenza,,,
20042202,10002693,Direktionsbereich Kompetenzzentren,,Domaine de direction Centres de compétences,,Ambito direzionale Centri di competenza,,,
20042203,10002693,Direktionsbereich Internationale Angelegenheiten,,Domaine de direction Relations internationales,,Ambito direzionale Affari internazionali,,,
20042207,10002693,Fachbereich Kommunikation,,Secteur communication,,Settore Comunicazione,,,
20048327,10002693,"Gesetzgebung, Kantone",,"Législation, Cantons",,"Legislazione, Cantoni",,,
20004461,10002695,Sektion Kommunikationsunterstützung,KOMM-U,Section de soutien à la communication,KOMM-U,Sezione di sostegno in materia di comunicazione,KOMM-U,,
20035424,10002695,Sektion Kommunikation,KOMM,Section communication,KOMM,Sezione comunicazione,KOMM,,
20037427,10002695,Diplomatische Beratung Präsidialdienst,PRAES-D,Conseil diplomatique Service présidentiel,PRAES-D,Consulenza diplomatica Servizio presidenziale,PRAES-D,,
20041734,10002695,Sektion Strategische Führungsunterstützung,STF,Section aide à la conduite stratégique,STF,Sezione Aiuto alla condotta strategica,STF,,
10003486,10003466,Topografie,,Topographie,,Topografia,,,
10003495,10003466,Kartografie,,Cartographie,,Cartografia,,,
10003523,10003466,Support,,Support,,Supporto,,,
20012532,10003466,Landesgeologie,,Service géologique national,,Servizio geologico nazionale,,,
20030531,10003466,Ressort Kommunikation und Web,,Ressort communication et web,,Reparto comunicazione e web,,,
20040051,10003466,"Koordination, Geo-Information und Services KOGIS",,"Coordination, services et informations géographiques COSIG",,"Coordinazione, Servizi e Informazioni Geografiche COSIG",,,
20041602,10003466,Geodäsie und Eidg. Vermessungsdirektion,,Géodésie et Direction fédérale des mensurations cadastrales,,Geodesia e Direzione federale delle misurazioni catastali,,,
20041854,10003466,Stab Direktion,,Etat-major direction,,Stato maggiore direzione,,,
20041855,10003466,Ressort Rechtsdienst swisstopo,,Ressort service juridique swisstopo,,Reparto servizio giuridico swisstopo,,,
20044277,10003466,Militärgeografisches Institut (MILGEO),,Institut géographique militaire (MilGeo),,Instituto geografico militare (MilGeo),,,
20045929,10003466,Human Resources,,Ressources humaines,,Risorse Umane,,,
20041576,10008603,Leitung GS-EFD,,Leitung GS-EFD,,Leitung GS-EFD,,,
10002220,10008653,Direktion,,Direction,,Direzione,,,
10003196,10008654,Direktion BLW,BLW,Direction OFAG,OFAG,Direzione UFAG,UFAG,Direktion BLW,FOAG
10003634,10008654,Agroscope,Agroscope,Agroscope,Agroscope,Agroscope,Agroscope,,
20045104,10008656,Direktion Zivildienst,,Direction CIVI,,Direzione CIVI,,,
10001950,10008657,Zentrale Ausgleichsstelle,ZAS,Centrale de compensation,CdC,Ufficio centrale di compensazione,UCC,,
10003244,10008657,Direktion,EFV,Direction,AFF,Direzione,AFF,,
10003314,10008657,Eidgenössische Münzstätte Swissmint,SMT,Monnaie fédérale Swissmint,SMT,Zecca federale Swissmint,SMT,,
10007200,10008659,Direktion,,Direction,,Direzione,,,
10006258,10008668,Direktion,,Direction,,Direzione,,,
20012388,10008669,Direktion,DI,Direktion,DI,Direktion,DI,,
10005978,10008670,Direktion,,Direction,,Direzione,,,
10004157,10008671,Direktion,,Direction,,Direzione,,,
10008677,10008671,Institut für Virologie und Immunologie,IVI,Institut de virologie et d'immunologie,IVI,Istituto di virologia e di immunologia,IVI,,
10002150,10008673,Direktion,,Direction,,Direzione,,,
10002323,10008674,Geschäftsleitung,,Direction,,Direzione,,,
10002501,10008676,Geschäftsleitung,,Comité de direction,,Comitato di direzione,,,
10003790,10008678,Direktion,,Direction,,Direzione,,,
10003800,10008678,Sportpolitik und Ressourcen,,Politique du sport et ressources internes,,Politica dello sport e risorse interne,,,
10003803,10008678,Eidgenössische Hochschule für Sport Magglingen,EHSM,Haute école fédérale de sport de Macolin,EHSM,Scuola universitaria federale dello sport di Macolin,EHSM,,
10003825,10008678,Nationales Sportzentrum Magglingen,NSM,Centre national de sport de Macolin,NSM,Centro sportivo nazionale Macolin,NSM,,
10005075,10008678,Nationales Jugensportzentrum Tenero CST,,Centre sportif national de la jeunesse Tenero CST,,Centro sportivo nazionale della gioventù Tenero CST,,,
20024530,10008678,Jugend-und Erwachsenensport,JES,Sport des jeunes et des adultes,JES,Sport dei giovani e degli adulti,JES,,
10002911,10008679,Ressourcen,RES,Ressources,RES,Risorse,RES,,
10002922,10008679,Stab,DIR/Stab,État-major,DIR/Stab,Stato maggiore,DIR/Stab,,
10002923,10008679,Zivilschutz,ZS,Protection civile,ZS,Protezione civile,ZS,,
10002937,10008679,Ausbildung,AUSB,Instruction,AUSB,Istruzione,AUSB,,
10002973,10008679,Telematik,TM,Télématique,TM,Telematica,TM,,
10006154,10008679,Labor Spiez,LS,Laboratoire Spiez,LS,Laboratorio Spiez,LS,,
20005626,10008679,Nationale Alarmzentrale,NAZ,Centrale nationale d'alarme,NAZ,Centrale nazionale d'allarme,NAZ,,
20045205,10008679,Kommunikation,DIR/Stab Komm,Communication,DIR/Stab Komm,Comunicazione,DIR/Stab Komm,,
20045206,10008679,Risikogrundlagen und Forschungskoordination,DIR/Stab RIG,Analyse des risques et coordination de la recherche,DIR/Stab RIG,Analisi dei rischi e coordinamento della ricerca,DIR/Stab RIG,,
20050777,10008679,Strategie und Steuerung BevS,,Strategie und Steuerung BevS,,Strategie und Steuerung BevS,,,
20050783,10008679,Programmmanagement,TM,Télématique,TM,Telematica,TM,,
20050789,10008679,Zivilschutz und Ausbildung,AUSB,Instruction,AUSB,Istruzione,AUSB,,
20031301,10008683,HR - Human Resources,HR,HR - Ressources humaines,HR,HR - Risorse Umane,HR,,
20031384,10008683,AP - Analyse und Prognose,AP,Analyse et prévision,AP,Analisi e previsioni,AP,,
20031386,10008683,MD - Messungen und Daten,MD,Mesures et données,MD,Misure e dati,MD,,
20031387,10008683,PK - Planung und Kundenbeziehungen,PK,Planification et relations avec les clie,PK,Pianificazione e relazioni con la client,PK,,
20034304,10008683,ICT - Informations- und Kommtechnik,ICT,ICT - Informations- und Kommtechnik,ICT,ICT - Informations- und Kommtechnik,ICT,,
20034311,10008683,FIL - Finanzen und Logistik,FIL,Finances et logistique,FIL,Finanze e logistica,FIL,,
20041736,10008683,D - Direktion / Pool,D,Direktion / Pool,D,Direktion / Pool,D,,
10004550,10008684,Geschäftsleitung,,Direction,,Direzione,,,
10003540,10008685,Direktion,,Direction,,Direzione,,,
10004326,10008736,Direktion BAK,,Direction OFC,,Direzione UFC,,,
10004387,10008736,Schweizerische Nationalbibliothek,NB,Bibliothèque nationale suisse,BN,Biblioteca nazionale svizzera,BN,,
10002244,10008740,Generalsekretariat EDI,GS-EDI,Secrétariat général DFI,SG-DFI,Segreteria generale DFI,SG-DFI,,
10004619,10008742,Direktion,,Direction,,Direzione,,,
10002437,10008744,Direktion,DIR,Direction,DIR,Direzione,DIR,,
10006250,10008750,Direktion,,Direction,,Direzione,,,
10003862,10008752,Direktion,,Direction,,Direzione,,,
10005020,10008753,Betriebswirtschaft und Organisation,,Economie d'entreprise et organisation,,Economia aziendale e organizazzione,,,
20012759,10008753,Revision,,Révision,,Revisione,,,
20012764,10008753,Infrastruktur,,Infrastructure,,Infrastruttura,,,
20012765,10008753,Finanzierung,,Financement,,Finanziamento,,,
20012766,10008753,Sicherheit,,Sécurité,,Sicurezza,,,
20012767,10008753,Politik,,Politique,,Politica,,,
10002603,10008754,Amtsleitung,,Direction,,Direzione,,Amtsleitung,
10003970,10008757,Direktion,,Direction,,Direzione,,,
10002704,10008758,Direktion,,Direction,,Direzione,,,
10002783,10008758,Fonds Landschaft Schweiz,,Fonds Landschaft Schweiz,,Fonds Landschaft Schweiz,,,
10002509,10008759,Direktion,,Direction,,Direzione,,,
20028230,10008843,Generalsekretariat EJPD,,Secrétariat général DFJP,,Segreteria generale DFGP,,,
20027559,10008848,"Geschäfte und Planung, bundesnahe Unternehmen",,Affaires et planification liées à la Confédération,,"Affari e pianificazione, Stato maggiore imprese parastatali",,,
20027560,10008848,"Ressourcen und Logistik, Rechtsdienst",,"Ressourcen und Logistik, Rechtsdienst",,"Ressourcen und Logistik, Rechtsdienst",,,
20027562,10008848,Kommunikation UVEK,,Communication DETEC,,Comunicazione DATEC,,,
20049251,10008848,Stab,,Etat-major,,Stato maggiore,,,
10000538,10008856,Schweizerische Akkreditierungsstelle,SAS,Service d'accrédidation suisse,SAS,Servizio di accreditamento svizzero,SAS,,
10004173,10008856,Direktion SECO,SECO,Direction SECO,Direction SECO,Direzione SECO,Direzione SECO,,
10003732,10008884,Leitung Generalsekretariat VBS,,Direction du Secrétariat général DDPS,,Direzione della Segreteria generale DDPS,,,
10003740,10008884,Kommunikation VBS und GS VBS,,Communication DDPS et SG DDPS,,Comunicazione DDPS e SG DDPS,,,
10003768,10008884,Oberauditorat,,Office de l'auditeur en chef,,Ufficio dell'uditore in capo,,,
